pair	term1	term2	term2: unigram or bigram	source	relation	relatedness score	pos
(school board, education)	school board	education	unigram	PhraseTable_co-aligned	None	0.595	n-n
(school board, academic)	school board	academic	unigram	PhraseTable_co-aligned	None	0.558	n-n
(school board, schooling)	school board	schooling	unigram	PhraseTable_co-aligned	None	0.555	n-n
(school board, board school)	school board	board school	bigram	Wikipedia_transposed	None	0.535	n-n
(school board, formal education)	school board	formal education	bigram	PhraseTable_co-aligned	None	0.508	n-n
(school board, student)	school board	student	unigram	PhraseTable_co-aligned	None	0.484	n-n
(school board, grade)	school board	grade	unigram	PhraseTable_co-aligned	None	0.365	n-n
(school board, educational attainment)	school board	educational attainment	bigram	PhraseTable_co-aligned	None	0.358	n-n
(school council, education board)	school council	education board	bigram	PhraseTable_co-aligned	None	0.725	n-n
(school council, education authority)	school council	education authority	bigram	PhraseTable_co-aligned	None	0.631	n-n
(school council, education)	school council	education	unigram	PhraseTable_co-aligned	None	0.629	n-n
(school council, council school)	school council	council school	bigram	Wikipedia_transposed	None	0.561	n-n
(school council, student)	school council	student	unigram	PhraseTable_co-aligned	None	0.542	n-n
(school council, councillor)	school council	councillor	unigram	PhraseTable_co-aligned	None	0.509	n-n
(school council, board level)	school council	board level	bigram	PhraseTable_co-aligned	None	0.508	n-n
(school council, college)	school council	college	unigram	PhraseTable_co-aligned	None	0.417	n-n
(school council, district)	school council	district	unigram	PhraseTable_co-aligned	None	0.391	n-n
(school council, local board)	school council	local board	bigram	PhraseTable_co-aligned	None	0.345	n-n
(school district, education)	school district	education	unigram	PhraseTable_co-aligned	None	0.683	n-n
(school district, district school)	school district	district school	bigram	Wikipedia_transposed	None	0.591	n-n
(school district, college)	school district	college	unigram	PhraseTable_co-aligned	None	0.456	n-n
(school district, board)	school district	board	unigram	PhraseTable_co-aligned	None	0.425	n-n
(school district, community)	school district	community	unigram	PhraseTable_co-aligned	None	0.386	n-n
(school district, administrative district)	school district	administrative district	bigram	WordNet_is-a	hypernym	0.366	n-n
(school education, academic study)	school education	academic study	bigram	PhraseTable_co-aligned	None	0.759	n-n
(school education, schooling)	school education	schooling	unigram	PhraseTable_co-aligned	None	0.755	n-n
(school education, academic background)	school education	academic background	bigram	PhraseTable_co-aligned	None	0.719	n-n
(school education, educational background)	school education	educational background	bigram	PhraseTable_co-aligned	None	0.710	n-n
(school education, academic training)	school education	academic training	bigram	PhraseTable_co-aligned	None	0.679	n-n
(school education, education school)	school education	education school	bigram	Wikipedia_transposed	None	0.653	n-n
(school education, training)	school education	training	unigram	PhraseTable_co-aligned	None	0.533	n-n
(school education, case study)	school education	case study	bigram	PhraseTable_co-aligned	None	0.339	n-n
(school education, trial)	school education	trial	unigram	PhraseTable_co-aligned	None	0.311	n-n
(school education, paper)	school education	paper	unigram	PhraseTable_co-aligned	None	0.273	n-n
(school education, analysis)	school education	analysis	unigram	PhraseTable_co-aligned	None	0.169	n-n
(school level, basic education)	school level	basic education	bigram	PhraseTable_co-aligned	None	0.786	n-n
(school level, education system)	school level	education system	bigram	PhraseTable_co-aligned	None	0.681	n-n
(school level, level school)	school level	level school	bigram	Wikipedia_transposed	None	0.661	n-n
(school level, student)	school level	student	unigram	PhraseTable_co-aligned	None	0.611	n-n
(school level, educational system)	school level	educational system	bigram	PhraseTable_co-aligned	None	0.607	n-n
(school level, institute)	school level	institute	unigram	PhraseTable_co-aligned	None	0.562	n-n
(school level, training)	school level	training	unigram	PhraseTable_co-aligned	None	0.518	n-n
(school level, academy)	school level	academy	unigram	PhraseTable_co-aligned	None	0.439	n-n
(school level, adult education)	school level	adult education	bigram	PhraseTable_co-aligned	None	0.413	n-n
(school level, system)	school level	system	unigram	PhraseTable_co-aligned	None	0.364	n-n
(school level, financial assistance)	school level	financial assistance	bigram	PhraseTable_co-aligned	None	0.131	n-n
(school setting, education community)	school setting	education community	bigram	PhraseTable_co-aligned	None	0.765	n-n
(school setting, educational environment)	school setting	educational environment	bigram	PhraseTable_co-aligned	None	0.731	n-n
(school setting, education system)	school setting	education system	bigram	PhraseTable_co-aligned	None	0.691	n-n
(school setting, education)	school setting	education	unigram	PhraseTable_co-aligned	None	0.677	n-n
(school setting, educational system)	school setting	educational system	bigram	PhraseTable_co-aligned	None	0.674	n-n
(school setting, classroom)	school setting	classroom	unigram	PhraseTable_co-aligned	None	0.636	n-n
(school setting, schooling)	school setting	schooling	unigram	PhraseTable_co-aligned	None	0.603	n-n
(school setting, student)	school setting	student	unigram	PhraseTable_co-aligned	None	0.586	n-n
(school setting, setting school)	school setting	setting school	bigram	Wikipedia_transposed	None	0.514	n-n
(school setting, training academy)	school setting	training academy	bigram	PhraseTable_co-aligned	None	0.509	n-n
(school setting, training)	school setting	training	unigram	PhraseTable_co-aligned	None	0.431	n-n
(school teacher, educator)	school teacher	educator	unigram	PhraseTable_co-aligned	None	0.875	n-n
(school teacher, teach)	school teacher	teach	unigram	PhraseTable_co-aligned	None	0.783	n-n
(school teacher, teaching profession)	school teacher	teaching profession	bigram	PhraseTable_co-aligned	None	0.742	n-n
(school teacher, professor)	school teacher	professor	unigram	PhraseTable_co-aligned	None	0.737	n-n
(school teacher, instructor)	school teacher	instructor	unigram	WordNet_is-a	hypernym	0.724	n-n
(school teacher, teaching faculty)	school teacher	teaching faculty	bigram	PhraseTable_co-aligned	None	0.679	n-n
(school teacher, teacher school)	school teacher	teacher school	bigram	Wikipedia_transposed	None	0.613	n-n
(school teacher, faculty)	school teacher	faculty	unigram	PhraseTable_co-aligned	None	0.613	n-n
(school teacher, teaching position)	school teacher	teaching position	bigram	PhraseTable_co-aligned	None	0.578	n-n
(school teacher, faculty member)	school teacher	faculty member	bigram	PhraseTable_co-aligned	None	0.533	n-n
(school teacher, games-master)	school teacher	games-master	unigram	WordNet_is-a	hyponym	0.312	n-n
(school teacher, acid rain)	school teacher	acid rain	bigram	PhraseTable_co-aligned	None	0.026	n-n
(school year, grade level)	school year	grade level	bigram	PhraseTable_co-aligned	None	0.747	n-n
(school year, annum)	school year	annum	unigram	PhraseTable_co-aligned	None	0.669	n-n
(school year, grade)	school year	grade	unigram	PhraseTable_co-aligned	None	0.643	n-n
(school year, year school)	school year	year school	bigram	Wikipedia_transposed	None	0.573	n-n
(school year, student)	school year	student	unigram	PhraseTable_co-aligned	None	0.568	n-n
(school year, quarter)	school year	quarter	unigram	WordNet_part-whole	meronym	0.396	n-n
(school year, yearly basis)	school year	yearly basis	bigram	PhraseTable_co-aligned	None	0.380	n-n
(school year, time)	school year	time	unigram	PhraseTable_co-aligned	None	0.351	n-n
(school year, annual basis)	school year	annual basis	bigram	PhraseTable_co-aligned	None	0.351	n-n
(school year, annual survey)	school year	annual survey	bigram	PhraseTable_co-aligned	None	0.270	n-n
(school year, copy)	school year	copy	unigram	PhraseTable_co-aligned	None	0.080	n-n
(school year, mailing list)	school year	mailing list	bigram	PhraseTable_co-aligned	None	0.059	n-n
(science laboratory, lab)	science laboratory	lab	unigram	WordNet_synonym	None	0.855	n-n
(science laboratory, research lab)	science laboratory	research lab	bigram	WordNet_synonym	None	0.798	n-n
(science laboratory, biology lab)	science laboratory	biology lab	bigram	WordNet_is-a	hyponym	0.715	n-n
(science laboratory, laboratory science)	science laboratory	laboratory science	bigram	Wikipedia_transposed	None	0.682	n-n
(science laboratory, lab bench)	science laboratory	lab bench	bigram	WordNet_part-whole	meronym	0.484	n-n
(science laboratory, workplace)	science laboratory	workplace	unigram	WordNet_is-a	hypernym	0.392	n-n
(screening test, testing)	screening test	testing	unigram	PhraseTable_co-aligned	None	0.821	a-n
(screening test, test screening)	screening test	test screening	bigram	Wikipedia_transposed	None	0.755	a-n
(screening test, hiv)	screening test	hiv	unigram	PhraseTable_co-aligned	None	0.623	a-n
(screening test, genetic testing)	screening test	genetic testing	bigram	PhraseTable_co-aligned	None	0.546	a-n
(screening test, drug testing)	screening test	drug testing	bigram	PhraseTable_co-aligned	None	0.491	a-n
(screening test, pap smear)	screening test	pap smear	bigram	PhraseTable_co-aligned	None	0.465	a-n
(screening test, disease)	screening test	disease	unigram	PhraseTable_co-aligned	None	0.408	a-n
(screening test, screen)	screening test	screen	unigram	PhraseTable_co-aligned	None	0.355	a-n
(screening test, cancer)	screening test	cancer	unigram	PhraseTable_co-aligned	None	0.346	a-n
(sea water, ocean)	sea water	ocean	unigram	PhraseTable_co-aligned	None	0.811	n-n
(sea water, saltwater)	sea water	saltwater	unigram	PhraseTable_co-aligned	None	0.783	n-n
(sea water, surrounding seawater)	sea water	surrounding seawater	bigram	PhraseTable_co-aligned	None	0.698	n-n
(sea water, water sea)	sea water	water sea	bigram	Wikipedia_transposed	None	0.587	n-n
(sea water, marine)	sea water	marine	unigram	PhraseTable_co-aligned	None	0.561	n-n
(sea water, tide)	sea water	tide	unigram	PhraseTable_co-aligned	None	0.413	n-n
(sea water, concentration)	sea water	concentration	unigram	PhraseTable_co-aligned	None	0.215	n-n
(sector development, development sector)	sector development	development sector	bigram	Wikipedia_transposed	None	0.635	n-n
(sector development, expansion)	sector development	expansion	unigram	PhraseTable_co-aligned	None	0.582	n-n
(sector development, industry)	sector development	industry	unigram	PhraseTable_co-aligned	None	0.558	n-n
(sector development, business)	sector development	business	unigram	PhraseTable_co-aligned	None	0.533	n-n
(sector development, technical assistance)	sector development	technical assistance	bigram	PhraseTable_co-aligned	None	0.405	n-n
(sector development, environment)	sector development	environment	unigram	PhraseTable_co-aligned	None	0.302	n-n
(sector development, poverty)	sector development	poverty	unigram	PhraseTable_co-aligned	None	0.159	n-n
(service hours, hours service)	service hours	hours service	bigram	Wikipedia_transposed	None	0.720	n-n
(service hours, shift)	service hours	shift	unigram	PhraseTable_co-aligned	None	0.656	n-n
(service hours, time)	service hours	time	unigram	PhraseTable_co-aligned	None	0.533	n-n
(service hours, hour)	service hours	hour	unigram	PhraseTable_co-aligned	None	0.510	n-n
(service hours, driver)	service hours	driver	unigram	PhraseTable_co-aligned	None	0.274	n-n
(service hours, unit)	service hours	unit	unigram	PhraseTable_co-aligned	None	0.246	n-n
(service program, programme)	service program	programme	unigram	WordNet_is-a	hypernym	0.623	n-n
(service program, program service)	service program	program service	bigram	Wikipedia_transposed	None	0.605	n-n
(service program, diagnostic program)	service program	diagnostic program	bigram	WordNet_is-a	hyponym	0.500	n-n
(service program, information)	service program	information	unigram	PhraseTable_co-aligned	None	0.387	n-n
(service program, benefit)	service program	benefit	unigram	PhraseTable_co-aligned	None	0.362	n-n
(service program, agency)	service program	agency	unigram	PhraseTable_co-aligned	None	0.356	n-n
(service program, home care)	service program	home care	bigram	PhraseTable_co-aligned	None	0.325	n-n
(service program, utility)	service program	utility	unigram	WordNet_synonym	None	0.311	n-n
(service program, utility routine)	service program	utility routine	bigram	WordNet_part-whole	meronym	0.310	n-n
(service program, mailing list)	service program	mailing list	bigram	PhraseTable_co-aligned	None	0.218	n-n
(service program, access)	service program	access	unigram	PhraseTable_co-aligned	None	0.169	n-n
(service quality, quality service)	service quality	quality service	bigram	Wikipedia_transposed	None	0.720	n-n
(service quality, professionalism)	service quality	professionalism	unigram	PhraseTable_co-aligned	None	0.541	n-n
(service quality, performance)	service quality	performance	unigram	PhraseTable_co-aligned	None	0.441	n-n
(service quality, child care)	service quality	child care	bigram	PhraseTable_co-aligned	None	0.379	n-n
(service quality, health system)	service quality	health system	bigram	PhraseTable_co-aligned	None	0.271	n-n
(service quality, system)	service quality	system	unigram	PhraseTable_co-aligned	None	0.209	n-n
(service quality, advisory)	service quality	advisory	unigram	PhraseTable_co-aligned	None	0.189	n-n
(service quality, community)	service quality	community	unigram	PhraseTable_co-aligned	None	0.189	n-n
(service road, road service)	service road	road service	bigram	Wikipedia_transposed	None	0.437	n-n
(service road, local road)	service road	local road	bigram	WordNet_is-a	hypernym	0.368	n-n
(service staff, labour force)	service staff	labour force	bigram	PhraseTable_co-aligned	None	0.645	n-n
(service staff, staff service)	service staff	staff service	bigram	Wikipedia_transposed	None	0.585	n-n
(service staff, working group)	service staff	working group	bigram	PhraseTable_co-aligned	None	0.579	n-n
(service staff, work force)	service staff	work force	bigram	PhraseTable_co-aligned	None	0.554	n-n
(service staff, employment)	service staff	employment	unigram	PhraseTable_co-aligned	None	0.536	n-n
(service staff, board)	service staff	board	unigram	PhraseTable_co-aligned	None	0.375	n-n
(service staff, work place)	service staff	work place	bigram	PhraseTable_co-aligned	None	0.262	n-n
(service staff, program)	service staff	program	unigram	PhraseTable_co-aligned	None	0.230	n-n
(service staff, task)	service staff	task	unigram	PhraseTable_co-aligned	None	0.227	n-n
(service staff, hard work)	service staff	hard work	bigram	PhraseTable_co-aligned	None	0.210	n-n
(service staff, cape)	service staff	cape	unigram	PhraseTable_co-aligned	None	0.153	n-n
(service support, support service)	service support	support service	bigram	Wikipedia_transposed	None	0.729	n-n
(service support, assistance)	service support	assistance	unigram	PhraseTable_co-aligned	None	0.635	n-n
(service support, supporting)	service support	supporting	unigram	PhraseTable_co-aligned	None	0.625	n-n
(service support, logistical assistance)	service support	logistical assistance	bigram	PhraseTable_co-aligned	None	0.553	n-n
(service support, logistics)	service support	logistics	unigram	PhraseTable_co-aligned	None	0.387	n-n
(service support, management)	service support	management	unigram	PhraseTable_co-aligned	None	0.375	n-n
(service support, task force)	service support	task force	bigram	PhraseTable_co-aligned	None	0.331	n-n
(service support, unit group)	service support	unit group	bigram	PhraseTable_co-aligned	None	0.254	n-n
(service support, back office)	service support	back office	bigram	PhraseTable_co-aligned	None	0.237	n-n
(service support, bridge)	service support	bridge	unigram	PhraseTable_co-aligned	None	0.173	n-n
(service support, gas extraction)	service support	gas extraction	bigram	PhraseTable_co-aligned	None	0.161	n-n
(share ownership, ownership share)	share ownership	ownership share	bigram	Wikipedia_transposed	None	0.795	n-n
(share ownership, shareholding)	share ownership	shareholding	unigram	PhraseTable_co-aligned	None	0.644	n-n
(share ownership, equity)	share ownership	equity	unigram	PhraseTable_co-aligned	None	0.591	n-n
(share ownership, shareholder)	share ownership	shareholder	unigram	PhraseTable_co-aligned	None	0.500	n-n
(share ownership, stock)	share ownership	stock	unigram	PhraseTable_co-aligned	None	0.396	n-n
(share ownership, stock purchase)	share ownership	stock purchase	bigram	PhraseTable_co-aligned	None	0.390	n-n
(share ownership, voting)	share ownership	voting	unigram	PhraseTable_co-aligned	None	0.189	n-n
(sharing information, information sharing)	sharing information	information sharing	bigram	Wikipedia_transposed	None	0.845	a-n
(sharing information, knowledge exchange)	sharing information	knowledge exchange	bigram	PhraseTable_co-aligned	None	0.802	a-n
(sharing information, data exchange)	sharing information	data exchange	bigram	PhraseTable_co-aligned	None	0.787	a-n
(sharing information, share knowledge)	sharing information	share knowledge	bigram	PhraseTable_co-aligned	None	0.761	a-n
(sharing information, exchange)	sharing information	exchange	unigram	PhraseTable_co-aligned	None	0.702	a-n
(sharing information, communication)	sharing information	communication	unigram	PhraseTable_co-aligned	None	0.662	a-n
(sharing information, data)	sharing information	data	unigram	PhraseTable_co-aligned	None	0.619	a-n
(sharing information, share intelligence)	sharing information	share intelligence	bigram	PhraseTable_co-aligned	None	0.619	a-n
(sharing information, share)	sharing information	share	unigram	PhraseTable_co-aligned	None	0.610	a-n
(sharing information, intelligence gathering)	sharing information	intelligence gathering	bigram	PhraseTable_co-aligned	None	0.528	a-n
(sharing information, intelligence)	sharing information	intelligence	unigram	PhraseTable_co-aligned	None	0.525	a-n
(sheet music, music sheet)	sheet music	music sheet	bigram	Wikipedia_transposed	None	0.763	n-n
(sheet music, musical composition)	sheet music	musical composition	bigram	WordNet_is-a	hypernym	0.678	n-n
(sheet music, lead sheet)	sheet music	lead sheet	bigram	WordNet_is-a	hyponym	0.209	n-n
(shift work, working)	shift work	working	unigram	PhraseTable_co-aligned	None	0.700	n-n
(shift work, work shift)	shift work	work shift	bigram	Wikipedia_transposed	None	0.644	n-n
(shift work, rotation)	shift work	rotation	unigram	PhraseTable_co-aligned	None	0.602	n-n
(shift work, duty)	shift work	duty	unigram	PhraseTable_co-aligned	None	0.405	n-n
(shift work, assignment)	shift work	assignment	unigram	PhraseTable_co-aligned	None	0.393	n-n
(shift work, crew)	shift work	crew	unigram	PhraseTable_co-aligned	None	0.336	n-n
(shuttle bus, bus shuttle)	shuttle bus	bus shuttle	bigram	Wikipedia_transposed	None	0.738	a-n
(shuttle bus, commuting)	shuttle bus	commuting	unigram	PhraseTable_co-aligned	None	0.427	a-n
(shuttle bus, commuter service)	shuttle bus	commuter service	bigram	PhraseTable_co-aligned	None	0.426	a-n
(shuttle bus, transfer)	shuttle bus	transfer	unigram	PhraseTable_co-aligned	None	0.397	a-n
(shuttle bus, commuting distance)	shuttle bus	commuting distance	bigram	PhraseTable_co-aligned	None	0.390	a-n
(shuttle bus, commute)	shuttle bus	commute	unigram	PhraseTable_co-aligned	None	0.357	a-n
(shuttle bus, commuter)	shuttle bus	commuter	unigram	PhraseTable_co-aligned	None	0.333	a-n
(shuttle bus, rapeseed)	shuttle bus	rapeseed	unigram	PhraseTable_co-aligned	None	0.236	a-n
(shuttle bus, transfer rate)	shuttle bus	transfer rate	bigram	PhraseTable_co-aligned	None	0.233	a-n
(shuttle bus, space center)	shuttle bus	space center	bigram	PhraseTable_co-aligned	None	0.191	a-n
(shuttle bus, oilseed rape)	shuttle bus	oilseed rape	bigram	PhraseTable_co-aligned	None	0.172	a-n
(side entrance, entrance side)	side entrance	entrance side	bigram	Wikipedia_transposed	None	0.672	n-n
(side entrance, exterior door)	side entrance	exterior door	bigram	WordNet_is-a	hypernym	0.548	n-n
(side road, road side)	side road	road side	bigram	Wikipedia_transposed	None	0.556	n-n
(side road, route)	side road	route	unigram	WordNet_is-a	hypernym	0.500	n-n
(skills training, skill development)	skills training	skill development	bigram	PhraseTable_co-aligned	None	0.788	n-n
(skills training, capacity building)	skills training	capacity building	bigram	PhraseTable_co-aligned	None	0.652	n-n
(skills training, training skills)	skills training	training skills	bigram	Wikipedia_transposed	None	0.645	n-n
(skills training, professional education)	skills training	professional education	bigram	PhraseTable_co-aligned	None	0.633	n-n
(skills training, professional development)	skills training	professional development	bigram	PhraseTable_co-aligned	None	0.620	n-n
(skills training, instruction)	skills training	instruction	unigram	PhraseTable_co-aligned	None	0.616	n-n
(skills training, vocational education)	skills training	vocational education	bigram	PhraseTable_co-aligned	None	0.574	n-n
(skills training, competence)	skills training	competence	unigram	PhraseTable_co-aligned	None	0.508	n-n
(skills training, capability)	skills training	capability	unigram	PhraseTable_co-aligned	None	0.500	n-n
(skills training, panel)	skills training	panel	unigram	PhraseTable_co-aligned	None	0.328	n-n
(skills training, background)	skills training	background	unigram	PhraseTable_co-aligned	None	0.202	n-n
(software application, program)	software application	program	unigram	PhraseTable_co-aligned	None	0.791	n-n
(software application, computer program)	software application	computer program	bigram	PhraseTable_co-aligned	None	0.757	n-n
(software application, computer system)	software application	computer system	bigram	PhraseTable_co-aligned	None	0.708	n-n
(software application, application software)	software application	application software	bigram	Wikipedia_transposed	None	0.679	n-n
(software application, computer)	software application	computer	unigram	PhraseTable_co-aligned	None	0.658	n-n
(software application, database program)	software application	database program	bigram	PhraseTable_co-aligned	None	0.635	n-n
(software application, system)	software application	system	unigram	PhraseTable_co-aligned	None	0.525	n-n
(software application, management system)	software application	management system	bigram	PhraseTable_co-aligned	None	0.402	n-n
(software application, system hardware)	software application	system hardware	bigram	PhraseTable_co-aligned	None	0.358	n-n
(software application, number)	software application	number	unigram	PhraseTable_co-aligned	None	0.179	n-n
(software application, copy)	software application	copy	unigram	PhraseTable_co-aligned	None	0.135	n-n
(software development, program)	software development	program	unigram	PhraseTable_co-aligned	None	0.810	n-n
(software development, computer program)	software development	computer program	bigram	PhraseTable_co-aligned	None	0.808	n-n
(software development, computer programming)	software development	computer programming	bigram	PhraseTable_co-aligned	None	0.741	n-n
(software development, computer application)	software development	computer application	bigram	PhraseTable_co-aligned	None	0.713	n-n
(software development, development software)	software development	development software	bigram	Wikipedia_transposed	None	0.711	n-n
(software development, application)	software development	application	unigram	PhraseTable_co-aligned	None	0.633	n-n
(software development, computer)	software development	computer	unigram	PhraseTable_co-aligned	None	0.602	n-n
(software development, source)	software development	source	unigram	PhraseTable_co-aligned	None	0.411	n-n
(software development, product)	software development	product	unigram	PhraseTable_co-aligned	None	0.381	n-n
(software development, existing computer)	software development	existing computer	bigram	PhraseTable_co-aligned	None	0.351	n-n
(software development, industrial machinery)	software development	industrial machinery	bigram	PhraseTable_co-aligned	None	0.164	n-n
(software systems, computer program)	software systems	computer program	bigram	PhraseTable_co-aligned	None	0.809	n-n
(software systems, computer programming)	software systems	computer programming	bigram	PhraseTable_co-aligned	None	0.806	n-n
(software systems, program)	software systems	program	unigram	PhraseTable_co-aligned	None	0.776	n-n
(software systems, computer application)	software systems	computer application	bigram	PhraseTable_co-aligned	None	0.724	n-n
(software systems, computer)	software systems	computer	unigram	PhraseTable_co-aligned	None	0.716	n-n
(software systems, application)	software systems	application	unigram	PhraseTable_co-aligned	None	0.695	n-n
(software systems, systems software)	software systems	systems software	bigram	Wikipedia_transposed	None	0.680	n-n
(software systems, alpha software)	software systems	alpha software	bigram	WordNet_is-a	hyponym	0.553	n-n
(software systems, existing computer)	software systems	existing computer	bigram	PhraseTable_co-aligned	None	0.536	n-n
(software systems, package)	software systems	package	unigram	WordNet_synonym	None	0.449	n-n
(software systems, code)	software systems	code	unigram	WordNet_is-a	hypernym	0.445	n-n
(software systems, product)	software systems	product	unigram	PhraseTable_co-aligned	None	0.351	n-n
(software systems, source)	software systems	source	unigram	PhraseTable_co-aligned	None	0.322	n-n
(software systems, industrial machinery)	software systems	industrial machinery	bigram	PhraseTable_co-aligned	None	0.123	n-n
(soil surface, land)	soil surface	land	unigram	PhraseTable_co-aligned	None	0.846	n-n
(soil surface, ground)	soil surface	ground	unigram	PhraseTable_co-aligned	None	0.836	n-n
(soil surface, surface soil)	soil surface	surface soil	bigram	Wikipedia_transposed	None	0.716	n-n
(soil surface, ground level)	soil surface	ground level	bigram	PhraseTable_co-aligned	None	0.696	n-n
(soil surface, area)	soil surface	area	unigram	PhraseTable_co-aligned	None	0.669	n-n
(soil surface, cover)	soil surface	cover	unigram	PhraseTable_co-aligned	None	0.500	n-n
(soil surface, landscape)	soil surface	landscape	unigram	PhraseTable_co-aligned	None	0.398	n-n
(sound recording, audiotape)	sound recording	audiotape	unigram	WordNet_is-a	hyponym	0.820	n-n
(sound recording, audio)	sound recording	audio	unigram	WordNet_synonym	None	0.745	n-n
(sound recording, recording sound)	sound recording	recording sound	bigram	Wikipedia_transposed	None	0.675	n-n
(sound recording, tape)	sound recording	tape	unigram	PhraseTable_co-aligned	None	0.576	n-n
(sound recording, record)	sound recording	record	unigram	PhraseTable_co-aligned	None	0.531	n-n
(sound recording, register)	sound recording	register	unigram	PhraseTable_co-aligned	None	0.500	n-n
(sound recording, registry)	sound recording	registry	unigram	PhraseTable_co-aligned	None	0.482	n-n
(sound recording, registration system)	sound recording	registration system	bigram	PhraseTable_co-aligned	None	0.377	n-n
(sound recording, registration process)	sound recording	registration process	bigram	PhraseTable_co-aligned	None	0.331	n-n
(sound recording, registered party)	sound recording	registered party	bigram	PhraseTable_co-aligned	None	0.205	n-n
(sound recording, title)	sound recording	title	unigram	PhraseTable_co-aligned	None	0.203	n-n
(sound recording, land registry)	sound recording	land registry	bigram	PhraseTable_co-aligned	None	0.163	n-n
(sound recording, charitable status)	sound recording	charitable status	bigram	PhraseTable_co-aligned	None	0.125	n-n
(source language, linguistic communication)	source language	linguistic communication	bigram	WordNet_is-a	hypernym	0.630	n-n
(source language, language source)	source language	language source	bigram	Wikipedia_transposed	None	0.534	n-n
(source language, application-oriented language)	source language	application-oriented language	bigram	WordNet_is-a	hyponym	0.395	n-n
(south coast, southern shore)	south coast	southern shore	bigram	PhraseTable_co-aligned	None	0.753	a-n
(south coast, coast south)	south coast	coast south	bigram	Wikipedia_transposed	None	0.680	a-n
(south coast, region)	south coast	region	unigram	PhraseTable_co-aligned	None	0.442	a-n
(south coast, marine)	south coast	marine	unigram	PhraseTable_co-aligned	None	0.328	a-n
(south coast, strait)	south coast	strait	unigram	PhraseTable_co-aligned	None	0.267	a-n
(south coast, river)	south coast	river	unigram	PhraseTable_co-aligned	None	0.246	a-n
(south coast, pink salmon)	south coast	pink salmon	bigram	PhraseTable_co-aligned	None	0.213	a-n
(south coast, eastern shore)	south coast	eastern shore	bigram	PhraseTable_co-aligned	None	0.213	a-n
(south coast, panhandle)	south coast	panhandle	unigram	PhraseTable_co-aligned	None	0.152	a-n
(sovereign state, state sovereign)	sovereign state	state sovereign	bigram	Wikipedia_transposed	None	0.860	a-n
(sovereign state, sovereignty)	sovereign state	sovereignty	unigram	PhraseTable_co-aligned	None	0.782	a-n
(sovereign state, nation)	sovereign state	nation	unigram	PhraseTable_co-aligned	None	0.775	a-n
(sovereign state, independence)	sovereign state	independence	unigram	PhraseTable_co-aligned	None	0.693	a-n
(sovereign state, independent)	sovereign state	independent	unigram	PhraseTable_co-aligned	None	0.680	a-n
(sovereign state, government)	sovereign state	government	unigram	PhraseTable_co-aligned	None	0.614	a-n
(spider web, web spider)	spider web	web spider	bigram	Wikipedia_transposed	None	0.697	n-n
(spider web, entanglement)	spider web	entanglement	unigram	WordNet_is-a	hypernym	0.554	n-n
(spring water, h2o)	spring water	h2o	unigram	WordNet_is-a	hypernym	0.759	n-n
(spring water, water spring)	spring water	water spring	bigram	Wikipedia_transposed	None	0.678	n-n
(spring water, source)	spring water	source	unigram	PhraseTable_co-aligned	None	0.454	n-n
(square foot, sq ft)	square foot	sq ft	bigram	WordNet_synonym	None	0.754	a-n
(square foot, area unit)	square foot	area unit	bigram	WordNet_is-a	hypernym	0.667	a-n
(square foot, foot square)	square foot	foot square	bigram	Wikipedia_transposed	None	0.642	a-n
(square foot, metre)	square foot	metre	unigram	PhraseTable_co-aligned	None	0.460	a-n
(square foot, footage)	square foot	footage	unigram	PhraseTable_co-aligned	None	0.446	a-n
(square foot, space)	square foot	space	unigram	PhraseTable_co-aligned	None	0.373	a-n
(square foot, facility)	square foot	facility	unigram	PhraseTable_co-aligned	None	0.143	a-n
(square foot, water)	square foot	water	unigram	PhraseTable_co-aligned	None	0.076	a-n
(square inch, sq in)	square inch	sq in	bigram	WordNet_synonym	None	0.802	n-n
(square inch, inch square)	square inch	inch square	bigram	Wikipedia_transposed	None	0.762	n-n
(square inch, area unit)	square inch	area unit	bigram	WordNet_is-a	hypernym	0.727	n-n
(square inch, mile)	square inch	mile	unigram	PhraseTable_co-aligned	None	0.438	n-n
(square inch, derailment)	square inch	derailment	unigram	PhraseTable_co-aligned	None	0.228	n-n
(square meter, area unit)	square meter	area unit	bigram	WordNet_is-a	hypernym	0.742	a-n
(square meter, metre)	square meter	metre	unigram	PhraseTable_co-aligned	None	0.652	a-n
(square meter, meter square)	square meter	meter square	bigram	Wikipedia_transposed	None	0.517	a-n
(square meter, centare)	square meter	centare	unigram	WordNet_synonym	None	0.312	a-n
(square mile, area unit)	square mile	area unit	bigram	WordNet_is-a	hypernym	0.760	n-n
(square mile, mile square)	square mile	mile square	bigram	Wikipedia_transposed	None	0.709	n-n
(square mile, section)	square mile	section	unigram	WordNet_is-a	hyponym	0.395	n-n
(staff training, learning)	staff training	learning	unigram	PhraseTable_co-aligned	None	0.712	n-n
(staff training, education)	staff training	education	unigram	PhraseTable_co-aligned	None	0.695	n-n
(staff training, professional development)	staff training	professional development	bigram	PhraseTable_co-aligned	None	0.633	n-n
(staff training, training staff)	staff training	training staff	bigram	Wikipedia_transposed	None	0.573	n-n
(staff training, improvement)	staff training	improvement	unigram	PhraseTable_co-aligned	None	0.532	n-n
(staff training, personnel)	staff training	personnel	unigram	PhraseTable_co-aligned	None	0.518	n-n
